,context
223,"Môn học CE410 là môn học về Kỹ thuật hệ thống máy tính. Nội dung môn học tập trung vào các kiến thức cơ bản về hệ thống máy tính, bao gồm các thành phần cơ bản của hệ thống máy tính, phân tích và thiết kế một hệ thống máy tính hoàn chỉnh, xây dựng quy trình kiểm thử, bảo trì và quản lý dự án cho một hệ thống máy tính, và hiện thực một hệ thống máy tính hoàn chỉnh."
224,"Môn học CE224 là môn Thiết kế hệ thống nhúng. Nội dung môn học được tóm tắt như sau: ▪ Giới thiệu về hệ thống nhúng, bộ nhớ và ngoại vi.▪ Giới thiệu về phương pháp tích hợp phát triển phần mềm (chủ yếu) và phần cứng (phần nhỏ) cho các hệ thống nhúng được xây dựng trên một họ vi điều khiển và họ vi xử lý.▪ Cung cấp kiến thức về phân tích và thiết kế một hệ thống nhúng đơn giản, sử dụng ngôn ngữ lập trình C/C++ cho hệ thống nhúng.▪ Sinh viên sẽ được thực hành và tự thiết kế một hệ thống nhúng ứng dụng đơn giản trong thực tế."
225,"Môn phần Phát triển Phần mềm Mã nguồn mở (mã môn SE301) cung cấp những kiến thức tổng quan về sự phát triển của phần mềm mã nguồn mở, các khái niệm bản quyền có liên quan. Môn học này cũng trình bày các phương pháp xây dựng phần mềm mã nguồn mở và đào tạo sử dụng SVN để xây dựng loại phần mềm này."
226,"Môn học có mã CS5433 này mang tên 'Các hệ cơ sở dữ liệu phân tán'. Tóm tắt nội dung của môn học như sau: giới thiệu tổng quan về các hệ quản trị cơ sở dữ liệu; khám phá kiến trúc của một hệ quản trị cơ sở dữ liệu phân tán; tìm hiểu về các khía cạnh thiết kế của cơ sở dữ liệu phân tán; nắm được các nguyên lý xử lý truy vấn; làm quen với quản lý giao dịch, cách kiểm soát đồng thời phân tán và khám phá thêm về SQL Server."
227,"Cử nhân ngành Khoa học Máy tính (Áp dụng từ khóa 18 - 2023) Mục tiêu chung: Chương trình đào tạo hướng đến đào tạo nguồn nhân lực Khoa học máy tính chất lượng cao đạt trình độ khu vực và quốc tế, đáp ứng yêu cầu công nghiệp hóa, hiện đại hóa đất nước và hội nhập quốc tế. Trang bị cho người học kiến thức cơ bản và chuyên sâu về Khoa học máy tính và công nghệ thông tin. Người học có những kiến thức, kỹ năng và thái độ chuẩn mực trong phát triển nghề nghiệp."
228,Môn học có tên là CS405 và nó liên quan đến Logic mờ và ứng dụng. Tóm tắt nội dung của môn học như sau: Lý thuyết mờ là một công cụ quan trọng trong việc giải quyết các vấn đề liên quan đến tính toán mềm trong lĩnh vực Khoa học Máy tính và các ngành kỹ thuật khác. Môn học này có 2 mục tiêu chính: trang bị kiến thức cơ bản về Lý thuyết mờ và áp dụng lý thuyết mờ vào một số ứng dụng.
229,"Môn học CE421 là Chuyên đề thiết kế vi mạch và phần cứng. Tóm tắt nội dung môn học như sau: Môn học này trình bày các giai đoạn để thiết kế một lõi IP hoặc một chip xử lý theo hướng FPGA hoặc ASIC. Một ví dụ thiết kế cụ thể được đưa ra để trình bày cách tiến hành từng giai đoạn thiết kế. Phần mềm chuyên dụng được sử dụng để thực hiện thiết kế trong từng giai đoạn trên, giúp sinh viên có cái nhìn thực tế về qui trình thiết kế trong một công ty."
230,"Môn học có mã là IE213 có tên gọi là Kỹ thuật phát triển hệ thống Web. Môn học cung cấp kiến thức và kỹ năng xây dựng, triển khai một website hoàn chỉnh, đồng thời cung cấp kiến thức về các ngôn ngữ lập trình web như PHP, ASP.NET, nodejs và các framework web để xây dựng một website."
231,"Môn học CE439 là môn học về Lập trình song song và hệ phân tán. Nội dung môn học tập trung vào các khái niệm và phương pháp xây dựng hệ thống xử lí song song và hệ thống phân bố. Môn học giới thiệu về các mô hình và kiến trúc máy tính song song, cũng như tổ chức các bộ xử lí. Ngoài ra, môn học cũng tìm hiểu về cách tính speed up và các mô hình lập trình song song. Một số giải thuật song song cơ bản trên các bài toán cụ thể như nhân ma trận cũng được giới thiệu và thực hành. Môn học cũng giới thiệu về hệ thống phân tán và cách truyền thông trong hệ thống này. Ngoài ra, môn học còn tìm hiểu về các hệ thống phân tán thông dụng như hệ thống file phân tán, dịch vụ web và hệ thống mạng ngang hàng. Thời gian và trạng thái toàn cục của hệ thống phân tán cũng được tìm hiểu. Cuối cùng, môn học cũng tìm hiểu về giải thuật phân tán trên các bài toán cụ thể như leader election và đường đi ngắn nhất."
232,"Bộ môn Tính toán song song & phân tán được xác định bằng mã DS104. Về nội dung học tập, bộ môn cung cấp cái nhìn tổng thể về hệ thống tính toán song song và tính toán phân tán, bao gồm các khái niệm, mô hình và những thách thức liên quan. Bộ môn tập trung vào các phương pháp và nền tảng cụ thể để giải quyết các vấn đề dữ liệu lớn trong bối cảnh tính toán song song và phân tán."
233,"Môn học Trí tuệ nhân tạo (Artificial Intelligence) được ký hiệu là IE229. Về nội dung, môn học cung cấp một bức tranh toàn diện về lĩnh vực trí tuệ nhân tạo, trình bày các vấn đề trong lĩnh vực này cùng với những phương pháp thường dùng để giải quyết. Môn học bao gồm các kiến thức cơ bản về thuật giải, thuật toán, các cách tiếp cận để tìm lời giải cho các bài toán cũng như các phương pháp tìm kiếm giải pháp nhanh (heuristic). Bên cạnh đó, môn học cũng giới thiệu tổng quan về học máy (machine learning), các mô hình học máy phổ biến (học có giám sát, học không giám sát, ...) và các kỹ thuật đánh giá mô hình học máy."
234,"Môn học có mã hiệu NT331 trình bày về chủ đề ""Xây dựng và chuẩn hóa chính sách an toàn thông tin cho tổ chức"". Nội dung cốt lõi của môn học bao gồm: Giới thiệu tổng quan về khuôn khổ pháp lý, thực tiễn điều tra và đạo đức trong lĩnh vực an toàn thông tin; Hệ thống chính sách an toàn thông tin; Các phương pháp nâng cao khả năng bảo vệ hệ thống; Phát hiện và đánh giá những rủi ro của hệ thống; Soạn thảo chính sách phù hợp với quy mô, đặc điểm của cơ sở hạ tầng cũng như các nhu cầu cụ thể của từng doanh nghiệp."
235,"Môn Anh văn 4 có mã môn là ENG04. Nội dung môn học gồm 6 bài học trong giáo trình ""Collins English for Exams: Skills for the TOEIC Test: Speaking and Writing"", được phân bổ trong 60 tiết lý thuyết, tương ứng với thời gian học là 12 tuần. Môn học trang bị cho sinh viên kiến thức và kỹ năng thực hiện phần thi Nói và Viết của bài kiểm tra TOEIC. Các bài học bao quát các kiến thức hỗ trợ cho Nói và Viết như: từ vựng, ngữ pháp, phát âm và cấu trúc câu. Ngoài ra, môn học cũng cung cấp các chiến lược làm bài thi TOEIC Nói và Viết, đồng thời tạo cơ hội cho sinh viên rèn luyện kỹ năng thực hành bài thi."
236,"Môn học Chuyên đề thiết kế hệ thống nhúng 2 có mã môn học là CE438. Tóm tắt nội dung môn học như sau: Mục tiêu của môn học này là hợp tác với các doanh nghiệp để đào tạo công nghệ mới để đáp ứng yêu cầu của thị trường lao động. Vì vậy, nội dung chi tiết của môn học sẽ được ban hành cụ thể theo từng học kỳ đào tạo. Tuy nhiên, nội dung chính dự kiến bao gồm: 
- Giới thiệu công nghệ mới trong thiết kế, thực hiện và kiểm tra hệ thống nhúng từ phần cứng đến phần mềm.
- Cung cấp kiến thức về quy trình thiết kế hoặc phương pháp thực hiện, phương pháp đánh giá hiệu suất của hệ thống nhúng mới và cập nhật.
- Sinh viên cần thực hiện một ứng dụng thực tế để hiểu quy trình thiết kế, cài đặt và thực hiện hệ thống nhúng cho các ứng dụng trong doanh nghiệp."
237,"Môn học CS226 là môn học về Ngôn ngữ học máy tính. Nội dung môn học tập trung vào việc giảng dạy kiến thức cơ bản về Ngôn ngữ học máy tính, bao gồm các mô hình và phương pháp xử lý văn phạm hình thức, cũng như các chiến lược và thuật toán phân tích cú pháp trên máy tính. Đối với sinh viên hệ Cử nhân Tài năng, môn học này cung cấp các bài tập lý thuyết và thực hành nâng cao."
238,Môn Triết học Mác - Lênin với mã là SS007 giúp sinh viên tiếp cận kiến thức nền tảng về học thuyết này.
239,"Mã môn học của Trí tuệ nhân tạo nâng cao là CS211. Tóm tắt nội dung môn học như sau: Môn học cung cấp kiến thức cơ bản về khoa học Trí tuệ nhân tạo. Nội dung chính bao gồm: phương pháp tiếp cận hiện đại để biểu diễn tri thức bằng ontology, tổng quan về khái niệm tác tử và hệ thống đa tác tử, thiết kế thuật giải di truyền và các thuật toán trong mạng neural, và ứng dụng xây dựng các ứng dụng thực tế."
240,"Môn học Chuyên đề thiết kế hệ thống nhúng 2 có mã môn học là CE438. Tóm tắt nội dung môn học như sau: Mục tiêu của môn học này là hợp tác với các doanh nghiệp để đào tạo công nghệ mới để đáp ứng yêu cầu của thị trường lao động. Vì vậy, nội dung chi tiết của môn học sẽ được ban hành cụ thể theo từng học kỳ đào tạo. Tuy nhiên, nội dung chính dự kiến bao gồm: - Giới thiệu công nghệ mới trong thiết kế, thực hiện và kiểm tra hệ thống nhúng từ phần cứng đến phần mềm. - Cung cấp kiến thức về quy trình thiết kế hoặc phương pháp thực hiện, phương pháp đánh giá hiệu suất của hệ thống nhúng mới và cập nhật. - Sinh viên cần thực hiện một ứng dụng thực tế để hiểu quy trình thiết kế, cài đặt và thực hiện hệ thống nhúng cho các ứng dụng trong doanh nghiệp."
241,"Môn học Công nghệ thoại IP có mã môn học là NT303. Tóm tắt nội dung môn học như sau: Nội dung môn học bao gồm tổng quan về xu thế phát triển của Internet và công nghệ thoại IP, các giao thức báo hiệu và xử lý cuộc gọi. Môn học cũng đề cập đến các kỹ thuật nén tín hiệu thoại bao gồm nguyên lý chung đến các chuẩn nén. Các cách thức ghi địa chỉ, đánh số, phương pháp định tuyến giữa mạng điện thoại truyền thống (PSTN) với mạng điện thoại IP và các vấn đề đo kiểm chất lượng dịch vụ thoại IP, các thiết bị, phần mềm đầu cuối và triển khai mạng điện thoại IP. Môn học cũng đề cập các công nghệ VoIP của Cisco và mã nguồn mở Asterisk trong đó trình bầy chuyên sâu về lập trình một mạng thoại với nguồn mở Asterisk."
